tanggal,beras kualitas super I,daging ayam,telur ayam,bawang merah,bawang putih,cabai merah besar,cabai merah keriting,cabai rawit merah,cabai rawit hijau,minyak goreng merk 1
23/11/2018,12000,26850,22350,20250,17500,24200,23050,30650,27500,13150
26/11/2018,12000,26900,22350,20250,17500,24200,23050,30650,27500,13150
27/11/2018,12000,27050,22500,20450,17600,24300,22850,30950,27650,13150
28/11/2018,12000,27100,22550,20550,17500,24200,22800,31150,28250,13150
29/11/2018,12000,27500,22800,21350,17300,22950,22750,31650,28000,13100
30/11/2018,12000,27500,22800,21350,17300,22950,22750,31650,28000,13100
03/12/2018,12000,27500,22800,21350,17300,22950,22750,31650,28000,13100
04/12/2018,12000,27500,22850,21600,17250,23050,22650,31900,28100,13100
05/12/2018,12000,27500,22900,21750,17400,23000,22650,32000,28200,13100
06/12/2018,12050,28000,23600,22650,17200,23500,23150,33200,27550,13100
07/12/2018,12050,28000,23600,22650,17200,23500,23150,33200,27550,13100
10/12/2018,12050,28000,23600,22650,17200,23450,23150,33050,27400,13100
11/12/2018,12050,28000,23600,22750,17100,23400,23150,33150,27150,13100
12/12/2018,12050,28100,23700,23050,17000,22950,23400,33400,26850,13100
13/12/2018,12050,28100,24100,23800,16850,24450,24650,34200,26500,13000
14/12/2018,12050,28100,24100,23800,16850,24450,24650,34200,26500,13000
17/12/2018,12050,28100,24100,23850,16750,24550,24650,34200,26450,13000
18/12/2018,12050,28250,24200,23900,16800,24850,24600,33800,26750,13000
19/12/2018,12050,28250,24200,24000,16900,25100,24750,34100,26600,13000
20/12/2018,12050,28850,24450,24350,17100,25550,24600,34950,26350,13000
21/12/2018,12050,28850,24450,24350,17100,25550,24600,34950,26350,13000
24/12/2018,12050,28850,24450,24350,17100,25550,24600,34950,26350,13000
26/12/2018,12050,29400,24500,24350,17100,25800,24600,37700,26900,12950
27/12/2018,12100,30050,24800,25100,17100,26650,25100,40350,28050,12950
28/12/2018,12100,30050,24800,25100,17100,26650,25100,40350,28050,12950
31/12/2018,12100,30050,24800,25100,17150,26550,25000,40350,27900,12950
02/01/2019,11750,33500,24050,26150,17350,24500,23600,35800,28900,13150
03/01/2019,12100,30250,24750,25550,17100,24750,23150,38800,26900,13000
04/01/2019,12100,30250,24750,25550,17100,24750,23150,38800,26900,13000
07/01/2019,12100,30150,24750,25550,17100,24750,23150,38600,26750,13000
08/01/2019,12100,29850,24750,25600,17100,24250,22850,38450,26350,13000
09/01/2019,12100,29600,24700,25650,17250,24300,22900,38800,26000,13000
10/01/2019,12100,29350,24200,26200,17300,23850,22350,36800,25100,12900
11/01/2019,12100,29350,24200,26200,17300,23850,22350,36800,25100,12900
14/01/2019,12100,29250,24250,26350,17300,23850,22350,36800,25100,12900
15/01/2019,12100,29150,24200,26350,17400,24050,22000,37050,25500,12900
16/01/2019,12100,28950,24100,26300,17450,23750,21850,35750,25100,12900
17/01/2019,12150,28350,23800,26050,17600,22550,20950,33050,24550,12850
18/01/2019,12150,28350,23800,26050,17600,22550,20950,33050,24550,12850
21/01/2019,12150,28300,23750,25950,17600,22550,20950,33050,24550,12850
22/01/2019,12150,28250,23700,26050,17550,22100,20800,32750,24600,12850
23/01/2019,12150,28000,23700,26000,17350,22050,20350,32200,24450,12850
24/01/2019,12200,27150,23400,24350,17450,21000,18800,28800,23800,12850
25/01/2019,12200,27150,23400,24350,17450,21000,18800,28800,23800,12850
28/01/2019,12200,27150,23400,24350,17450,21000,18800,28800,23750,12850
29/01/2019,12200,27050,23400,23750,17450,21000,18900,28250,23500,12850
30/01/2019,12200,26950,23300,23450,17400,20500,18600,27900,23200,12850
31/01/2019,12200,25950,22950,22500,17300,20200,17950,26200,23550,12800
01/02/2019,12200,25950,22950,22500,17300,20200,17950,26200,23550,12800
04/02/2019,12200,25950,22950,22500,17300,20200,17950,26200,23550,12750
06/02/2019,12200,25850,22900,22150,17350,20150,18150,25700,23200,12750
07/02/2019,12200,25700,23150,21650,17350,19650,18000,25000,22750,12800
08/02/2019,12200,25700,23150,21650,17350,19650,18000,25000,22750,12800
11/02/2019,12200,25700,23150,21500,17300,19750,18100,25000,22750,12800
12/02/2019,12200,25750,23100,21500,17400,19900,18200,25150,22950,12800
13/02/2019,12200,25850,23050,21400,17500,19900,18000,24900,22800,12800
14/02/2019,12200,26200,22550,21200,18750,21200,18450,24150,23450,12600
15/02/2019,12200,26200,22550,21200,18750,21200,18450,24150,23450,12600
18/02/2019,12200,26200,22500,21200,18750,21200,18450,24150,23450,12600
19/02/2019,12200,26300,22500,21350,18900,21400,18750,24250,23550,12600
20/02/2019,12200,26200,22450,21400,19000,21450,18750,24800,23700,12600
21/02/2019,12200,26150,22100,21500,19650,20250,18600,25150,23900,12850
22/02/2019,12200,26150,22100,21500,19650,20250,18600,25150,23900,12850
25/02/2019,12200,26150,22050,21500,19650,20350,18600,25150,23900,12850
26/02/2019,12200,26000,22100,21500,19550,20650,18500,24950,23900,12850
27/02/2019,12200,26050,22050,21800,19650,20800,18700,25300,24050,12850
28/02/2019,12150,25700,21850,22300,19800,19850,18350,25850,23700,12850
01/03/2019,12150,25700,21850,22300,19800,19850,18350,25850,23700,12850
04/03/2019,12150,25700,21850,22300,19800,19850,18350,25850,23700,12850
05/03/2019,12150,25600,21850,22450,19750,19750,18300,26250,23850,12850
06/03/2019,12150,25450,21750,23200,20200,20700,18650,27900,24150,12850
08/03/2019,12150,25400,21700,24000,20550,21100,18900,28450,23950,12800
11/03/2019,12150,25400,21700,24000,20550,21100,18900,28450,23950,12800
12/03/2019,12150,25350,21700,24050,20750,20750,18750,28150,23850,12750
13/03/2019,12100,25400,21700,24600,20900,20850,18950,28050,24000,12800
14/03/2019,12000,25500,21500,26000,23000,21750,20100,29950,24150,12750
15/03/2019,12000,25500,21500,26000,23000,21750,20100,29950,24150,12750
18/03/2019,12000,25500,21500,26000,23000,21750,20100,29950,24150,12750
19/03/2019,12000,25600,21500,26150,23250,21900,20100,30500,24050,12750
20/03/2019,12000,25600,21500,26150,23450,21550,20100,30050,23900,12750
21/03/2019,12000,25750,21450,27250,25050,22350,19950,30150,24500,12900
22/03/2019,12000,25750,21450,27250,25050,22350,19950,30150,24500,12900
25/03/2019,12000,25750,21450,27250,25050,22350,19950,30150,24500,12900
26/03/2019,12000,25750,21450,27500,25150,22400,19800,29550,24300,12900
27/03/2019,11950,25700,21550,28100,25150,22400,19850,29800,24700,12900
28/03/2019,11950,25600,21700,29500,25950,23000,19950,29750,24600,12850
29/03/2019,11950,25600,21700,29500,25950,23000,19950,29750,24600,12850
01/04/2019,11950,25600,21700,29500,25950,23000,19950,29750,24600,12850
02/04/2019,11950,25650,21700,29500,26050,22700,20000,29850,24200,12850
04/04/2019,11900,25750,21900,31050,29150,22750,20600,29500,24450,12850
05/04/2019,11900,25750,21900,31050,29150,22750,20600,29500,24450,12850
08/04/2019,11900,25750,21900,31050,29150,22750,20600,29500,24450,12850
09/04/2019,11900,25750,21850,31200,29250,23050,20600,29350,24850,12850
10/04/2019,11900,25700,21900,31100,29500,23600,20450,29150,24500,12850
11/04/2019,11900,26150,21950,32000,31000,25650,21700,29000,25200,12800
12/04/2019,11900,26150,21950,32000,31000,25650,21700,29000,25200,12800
15/04/2019,11900,26150,21950,32000,31000,25650,21700,29000,25200,12800
16/04/2019,11900,26150,22000,32250,31700,26000,21600,29400,25800,12800
17/04/2019,11900,26200,22000,32250,31750,26000,21600,29450,25850,12800
18/04/2019,11900,26700,22050,33750,36450,26250,21300,32100,28350,12800
22/04/2019,11900,26750,22050,33750,36500,26400,21300,32100,28300,12800
23/04/2019,11900,26900,22100,34050,37050,26500,22100,32250,28950,12800
24/04/2019,11900,27000,22100,34050,37400,26400,22150,32500,29250,12800
25/04/2019,11900,27800,22250,33350,39350,27250,23950,32600,28600,12750
26/04/2019,11900,27800,22250,33350,39350,27250,23950,32600,28600,12750
29/04/2019,11900,27800,22250,33350,39350,27250,23950,32600,28600,12750
30/04/2019,11900,28000,22400,33500,39850,27800,24700,33150,28400,12750
02/05/2019,11900,29000,23250,32450,42050,28650,25600,35450,29000,12800
03/05/2019,11900,29000,23250,32450,42050,28650,25600,35450,29000,12800
06/05/2019,11900,29000,23250,32450,42050,28650,25600,35450,29000,12800
07/05/2019,11900,29000,23200,32050,42450,28950,26000,35300,29600,12800
08/05/2019,11900,28950,23250,31800,43200,29500,26600,35450,30000,12450
09/05/2019,11900,29200,23700,30050,46100,31700,30850,38400,31000,12400
10/05/2019,11900,29200,23700,30050,46100,31700,30850,38400,31000,12400
13/05/2019,11900,29200,23700,30050,46100,31700,30850,38400,31000,12400
14/05/2019,11900,28950,23700,29950,45600,31550,30700,38000,30050,12400
15/05/2019,11900,28750,23750,29950,45350,31500,30650,37800,29900,12400
16/05/2019,11900,27750,23500,28700,39200,29050,27550,32850,27750,12450
17/05/2019,11900,27750,23500,28700,39200,29050,27550,32850,27750,12450
20/05/2019,11900,27750,23500,28700,39200,29050,27550,32850,27750,12450
21/05/2019,11900,27900,23600,28500,38600,28650,27050,33700,28050,12450
22/05/2019,11900,27900,23550,28300,37950,28600,27050,33250,28000,12450
23/05/2019,11900,27650,23250,27100,33450,27850,26500,32900,28050,12450
24/05/2019,11900,27650,23250,27100,33450,27850,26500,32900,28050,12450
27/05/2019,11900,27650,23250,27100,33450,27850,26500,32900,28050,12450
28/05/2019,11900,27650,23200,27100,33350,28000,26800,32550,27750,12450
29/05/2019,11950,28200,23000,27550,33050,31050,28500,32200,27500,12400
31/05/2019,11900,28250,22950,27850,32550,32900,29250,32850,28800,12400
03/06/2019,11900,28250,22950,27850,32550,32900,29250,32850,28800,12400
04/06/2019,11950,29800,22900,29500,33400,45100,41400,35400,29800,12450
05/06/2019,11950,29800,22900,29600,33400,45550,41700,35450,30450,12450
06/06/2019,11950,29800,22900,29600,33450,45650,41800,35450,30450,12450
07/06/2019,12000,30050,22700,29750,33200,47750,43250,34550,29850,12450
10/06/2019,12000,30050,22700,29750,33200,47750,43250,34550,29850,12450
11/06/2019,12000,30050,22700,29600,33200,47650,42900,34850,30050,12450
12/06/2019,12000,29900,22650,29900,32650,47650,42350,35850,30500,12450
13/06/2019,11900,29100,22500,30650,32550,38700,36500,30850,30550,12450
14/06/2019,11900,29100,22500,30650,32550,38700,36500,30850,30550,12450
17/06/2019,11900,29100,22500,30650,32550,38700,36500,30850,30550,12450
18/06/2019,11950,29050,22450,30650,32500,38600,36600,30700,30500,12450
19/06/2019,11950,28700,22400,30800,32350,39000,37700,30100,30400,12450
20/06/2019,11950,27300,22250,30850,32650,39850,39900,31750,29750,12500
21/06/2019,11950,27300,22250,30850,32650,39850,39900,31750,29750,12500
24/06/2019,11950,27300,22250,30850,32650,39850,39900,31750,29750,12500
25/06/2019,11950,27150,22250,30800,32650,40050,40100,31800,29850,12500
26/06/2019,11950,27050,22250,30800,32650,39400,39850,31850,30150,12500
27/06/2019,11950,26200,22250,30400,31450,44450,42500,31500,32950,12500
28/06/2019,11950,26200,22250,30400,31450,44450,42500,31500,32950,12500
01/07/2019,11950,26200,22250,30400,31450,44450,42500,31500,32950,12500
02/07/2019,11950,26100,22200,30200,31400,44400,42750,32250,33400,12450
03/07/2019,11950,26050,22200,30350,31600,45900,44150,34100,34650,12450
04/07/2019,11950,26350,22150,28600,30850,49450,46750,39300,40050,12450
05/07/2019,11950,26350,22150,28600,30850,49450,46750,39300,40050,12450
08/07/2019,11950,26350,22150,28600,30850,49450,46750,39300,40050,12450
09/07/2019,11950,26400,22150,28500,30750,49900,47100,39400,40400,12450
10/07/2019,11950,26700,22150,28450,30550,49550,47200,39150,41350,12450
11/07/2019,11950,27650,22200,27200,30050,46950,47350,44100,44250,12500
12/07/2019,11950,27650,22200,27200,30050,46950,47350,44100,44250,12500
15/07/2019,11950,27650,22200,27200,30050,46950,47350,44100,44250,12500
16/07/2019,11950,27750,22150,27250,29950,47250,47450,44850,44400,12500
17/07/2019,11950,27900,22350,27300,30050,47550,48000,47350,46050,12450
18/07/2019,11950,28500,22400,26400,29400,48100,49800,54100,50250,12450
19/07/2019,11950,28500,22400,26400,29400,48100,49800,54100,50250,12450
22/07/2019,11950,28500,22400,26400,29400,48100,49800,54100,50250,12450
23/07/2019,11950,28450,22450,26350,29450,48200,49950,54350,50350,12450
24/07/2019,11950,28300,22200,25850,29150,47500,49050,53800,49900,12450
25/07/2019,11950,27750,22300,25000,28900,45500,48900,58350,50150,12400
26/07/2019,11950,27750,22300,25000,28900,45500,48900,58350,50350,12400
29/07/2019,11950,27750,22300,25000,28900,45500,48900,58350,50350,12400
30/07/2019,11950,27650,22300,24900,28800,44800,48500,58100,49950,12400
31/07/2019,11950,27400,22300,24700,28800,45050,48650,59150,49750,12400
01/08/2019,11950,26900,22250,24050,28200,44250,48750,64250,52300,12350
02/08/2019,11950,26900,22250,24050,28200,44250,48750,64250,52300,12350
05/08/2019,11950,26900,22250,24050,28200,44250,48750,64250,52300,12350
06/08/2019,11950,27000,22250,24050,28100,45300,49950,64700,52500,12350
07/08/2019,11950,27100,22250,24000,28150,45700,50550,64300,52750,12350
08/08/2019,11900,27150,22250,23250,27900,52050,55300,67600,53100,12350
09/08/2019,11900,27150,22250,23250,27900,52050,55300,67600,53100,12350
12/08/2019,11900,27150,22250,23250,27900,52050,55300,67600,53100,12350
13/08/2019,11900,27150,22250,23200,27950,52500,55900,67700,53250,12350
14/08/2019,11900,27050,22250,22950,27700,53100,55950,67500,53250,12350
15/08/2019,11950,26600,22250,22100,27550,55700,59350,68100,52950,12400
16/08/2019,11950,26600,22250,22100,27550,55700,59350,68100,52950,12400
19/08/2019,11950,26600,22250,22100,27550,55700,59350,68100,52950,12400
20/08/2019,11950,26500,22300,21950,27550,55450,58800,67850,52500,12400
21/08/2019,11950,26300,22300,21750,27400,55350,58550,67300,51750,12400
22/08/2019,11950,25300,22350,20200,26750,46950,52600,60800,46050,12400
23/08/2019,11950,25300,22350,20200,26750,47100,52600,60800,46050,12400
26/08/2019,11950,25300,22350,20200,26750,47100,52600,60800,46050,12400
27/08/2019,11950,25150,22300,20050,26700,46400,51800,61050,45650,12400
28/08/2019,11950,25150,22300,19900,26650,45750,51350,60550,45500,12400
29/08/2019,11950,24500,22250,18450,26100,40350,48400,56800,42100,12400
30/08/2019,11950,24500,22250,18450,26100,40350,48400,56800,42100,12400
02/09/2019,11950,24500,22250,18450,26100,40350,48400,56800,42100,12400
03/09/2019,11950,24450,22200,18200,26000,40100,48050,56550,42150,12400
04/09/2019,12000,24400,22150,17800,26000,39700,47950,56300,40750,12450
05/09/2019,12000,23800,22000,17200,25700,38000,45800,58850,41050,12350
06/09/2019,12000,23800,22000,17200,25700,38000,45800,58850,41050,12350
09/09/2019,12000,23800,22000,17200,25700,38000,45800,58850,41050,12350
10/09/2019,12000,24000,22000,17250,25800,37800,45950,59150,41150,12350
11/09/2019,12000,24150,22000,17250,25800,36900,44750,59050,41000,12350
12/09/2019,12000,24800,21700,16900,25850,35400,40900,58800,41300,12400
13/09/2019,12050,25150,21800,16750,25800,35950,41300,59650,41300,12400
16/09/2019,12050,25150,21800,16750,25800,35950,41300,59650,41300,12400
17/09/2019,12050,25250,21700,16750,25800,35550,40700,58950,41100,12400
18/09/2019,12050,25300,21700,16750,25700,35050,39250,57750,41450,12400
19/09/2019,12050,25750,21400,16650,25250,33000,36250,56600,40900,12400
20/09/2019,12000,25400,21300,16800,25300,32800,36000,55950,40900,12400
23/09/2019,12000,25400,21300,16800,25300,32800,36000,55950,40900,12400
24/09/2019,12050,25500,21300,16800,25350,32550,35800,55750,40750,12400
25/09/2019,12050,25400,21300,16700,25250,32500,35600,54900,40350,12400
26/09/2019,12050,25200,21100,16250,25250,31400,33800,51750,39750,12400
27/09/2019,12050,25200,21100,16250,25250,31200,33800,51750,39750,12400
30/09/2019,12050,25200,21100,16250,25250,31200,33800,51750,39750,12400
01/10/2019,12000,25150,21150,16200,25200,31300,33850,51650,39850,12400
02/10/2019,12000,25200,21100,16100,25200,31350,34100,51800,39900,12400
03/10/2019,12000,25900,20850,15850,24750,31750,34200,52050,40000,12450
04/10/2019,12000,25900,20850,15850,24750,31750,34200,52050,40000,12450
07/10/2019,12000,25900,20850,15850,24750,31750,34200,52050,40000,12450
08/10/2019,12000,25850,20850,15850,24750,32000,34450,52200,40050,12450
09/10/2019,12000,25850,20800,16200,24850,32100,34550,52250,40000,12450
10/10/2019,12000,26450,20650,17100,24850,34200,36200,54000,41300,12450
11/10/2019,12000,26450,20650,17100,24850,34200,36200,54000,41300,12450
14/10/2019,12000,26450,20650,17100,24850,34200,36200,54000,41300,12450
15/10/2019,12050,26450,20650,17150,24850,34550,36400,53500,41350,12450
16/10/2019,12000,26650,20650,17350,24850,34400,36100,52850,41200,12450
17/10/2019,12000,27300,20600,19100,24950,35650,36000,50200,40700,12500
18/10/2019,12000,27300,20600,19100,24950,35650,36000,50200,40700,12500
21/10/2019,12000,27300,20600,19100,24950,35650,36000,50200,40700,12500
22/10/2019,12000,27250,20550,19100,25000,35250,35600,50400,40600,12500
23/10/2019,12000,27200,20550,19150,25000,35200,35600,50400,40300,12500
24/10/2019,12000,27550,20650,19500,24850,34500,33600,49950,38750,12500
25/10/2019,12000,27550,20600,19550,24850,34250,33500,49750,38750,12500
28/10/2019,12000,27550,20600,19550,24850,34250,33500,49750,38750,12500
29/10/2019,12000,27600,20600,19600,24850,33950,32950,49500,38550,12500
30/10/2019,12000,27550,20600,19700,24850,34100,32700,50100,38750,12500
31/10/2019,12000,27600,20550,19800,24950,31050,29500,49250,37800,12500
01/11/2019,12000,27600,20550,19800,24950,31050,29500,49250,37800,12500
04/11/2019,12000,27600,20550,19800,24950,31050,29500,49250,37800,12500
05/11/2019,12000,27600,20550,19900,24950,31000,29500,49350,37750,12500
06/11/2019,12000,27550,20550,20100,25050,30950,29950,49450,37850,12500
07/11/2019,12000,27550,20650,21200,24950,29800,30950,50150,36550,12500
08/11/2019,12000,27550,20650,21200,24950,29800,30950,50150,36550,12500
11/11/2019,12000,27550,20650,21200,24950,29800,30950,50150,36550,12500
12/11/2019,12000,27600,20700,21400,25000,29950,31100,50550,36550,12500
13/11/2019,12000,27650,20750,21550,25050,29700,31100,50650,36600,12500
14/11/2019,12000,28050,21000,22850,25300,30000,31800,49950,36800,12450
15/11/2019,12000,28050,21000,22850,25300,30000,31800,49950,36800,12450
18/11/2019,12000,28050,21000,22850,25300,30000,31800,49950,36800,12450
19/11/2019,12000,28100,21050,22900,25200,29950,31650,49800,36650,12500
20/11/2019,12000,28150,21050,22900,25250,30400,31700,49550,36650,12500
21/11/2019,12000,28250,21700,23900,25350,28350,30150,44150,33400,12500
22/11/2019,12000,28200,21700,23900,25350,28300,30050,43900,33400,12500
25/11/2019,12000,28200,21700,23900,25350,28300,30050,43900,33400,12500
26/11/2019,12000,28200,21750,24050,25350,28150,29950,43700,33300,12500
27/11/2019,12000,28100,21900,24150,25350,27900,29600,43800,33250,12600
28/11/2019,11950,28100,22400,24250,25400,24900,26300,39450,31000,12600
29/11/2019,11950,28150,22450,24250,25350,24850,26150,39450,31000,12600
02/12/2019,11950,28150,22450,24250,25350,24850,26150,39450,31000,12600
03/12/2019,11950,28150,22450,24350,25350,24600,26050,39250,30850,12600
04/12/2019,11950,28100,22450,24400,25350,24200,26000,39200,30700,12600
05/12/2019,11950,27900,22900,25100,25450,22350,23350,36900,27000,12650
06/12/2019,11950,27900,22900,25100,25450,22350,23350,36900,26800,12650
09/12/2019,11950,27900,22900,25100,25450,22350,23350,36900,26800,12650
10/12/2019,11950,27900,22900,25350,25450,22150,23400,36450,27150,12650
11/12/2019,11950,27900,22950,25300,25350,22100,23150,35950,26550,12700
12/12/2019,12000,27600,23200,26600,25300,22550,23100,34300,26150,12750
13/12/2019,12000,27550,23200,26600,25300,22600,23050,34100,26150,12750
16/12/2019,12000,27550,23200,26600,25300,22600,23050,34100,26150,12750
17/12/2019,12000,27550,23250,26650,25400,22900,23350,34200,26200,12750
18/12/2019,12000,27600,23250,26900,25400,23350,24100,34450,26300,12750
19/12/2019,12000,27650,23750,28550,25200,24350,24500,34100,25300,12800
20/12/2019,12000,27650,23750,28600,25200,24400,24600,34150,25300,12800
23/12/2019,12000,27650,23750,28600,25200,24400,24600,34150,25300,12800
26/12/2019,12000,28050,23800,29850,25200,26900,26200,35350,26950,12800
27/12/2019,12000,28050,23800,29900,25200,27000,26250,35350,26950,12800
30/12/2019,12000,28050,23800,29900,25200,27000,26250,35350,26950,12800
31/12/2019,12000,28050,23800,29750,25300,27200,26400,35600,27200,12800
02/01/2020,12000,27700,23550,28800,25750,29650,28750,34850,26950,12800
03/01/2020,12000,27700,23550,28800,25750,29650,28750,34850,26950,12800
06/01/2020,12000,27700,23550,28800,25750,29650,28750,34850,26950,12800
07/01/2020,12000,27600,23600,28800,25850,29800,29300,35850,27450,12800
08/01/2020,12000,27600,23650,28800,26000,30200,29600,36100,27500,12850
09/01/2020,12000,26950,23100,28650,27050,34650,32800,43950,29900,12950
10/01/2020,12000,26950,23100,28650,27050,35300,32800,43950,29900,12950
13/01/2020,12000,26800,23100,28700,27100,35300,32800,44000,29900,12900
14/01/2020,12000,26800,23100,28600,27250,35450,32700,43900,29750,12900
15/01/2020,12000,26800,23050,28700,27350,35500,32700,44250,29800,12900
16/01/2020,12050,26350,22950,29200,28500,38600,35100,50700,31100,13000
17/01/2020,12050,26400,22950,29250,28450,38700,35150,50800,31100,13000
20/01/2020,12050,26400,22950,29250,28450,38700,35150,50800,31100,13000
21/01/2020,12050,26150,22950,29250,28650,38450,34850,51150,31100,13000
22/01/2020,12050,26050,22950,29250,28650,38600,34550,51450,31100,13000
23/01/2020,12000,25900,22650,29600,29100,40600,34200,58750,32550,13050
24/01/2020,12000,25900,22650,29700,29150,40700,34250,58900,32550,13050
27/01/2020,12000,25900,22650,29700,29150,40700,34250,58900,32550,13050
28/01/2020,12000,26000,22550,29700,29050,40800,34450,59000,32550,13100
29/01/2020,12000,25950,22550,29650,29050,40850,34550,59050,32550,13100
30/01/2020,12050,26050,22000,30250,29700,44550,37950,61550,33950,13150
31/01/2020,12050,26100,22000,30150,29650,44500,37750,61350,33950,13150
03/02/2020,12050,26100,22000,30150,29650,44500,37750,61350,33950,13150
04/02/2020,12050,26150,22000,30350,30250,44400,37750,61550,33950,13150
05/02/2020,12050,26200,22000,30350,30650,44750,37750,61650,33850,13150
06/02/2020,12050,26050,21950,32000,42200,46450,39000,59400,34000,13100
07/02/2020,12050,26000,21950,32100,42450,46550,39050,58700,34000,13100
10/02/2020,12050,26000,21950,32100,42450,46550,39050,58700,34000,13100
11/02/2020,12050,26000,21950,32050,42500,46450,38900,58500,34000,13100
12/02/2020,12050,26000,21950,32200,42650,46100,39300,58000,33700,13100
13/02/2020,12050,26700,22350,31950,43750,44500,38000,52150,33350,13150
14/02/2020,12050,26700,22350,31950,43750,44500,38000,52150,32350,13150
17/02/2020,12050,26700,22350,31950,43750,44500,38000,52150,32350,13150
18/02/2020,12050,26750,22300,31850,43600,44450,37950,51850,32500,13150
19/02/2020,12050,26750,22300,31800,43400,44550,38050,50600,32650,13150
20/02/2020,12100,27550,22750,30600,39800,42850,36050,39800,30700,13150
21/02/2020,12100,27650,22800,30400,39550,42800,35700,39100,30650,13150
24/02/2020,12100,27650,22800,30400,39550,42800,35700,39100,30650,13150
25/02/2020,12100,27650,22850,30450,39550,42900,35950,39000,30650,13150
26/02/2020,12100,27650,22900,30400,39500,43600,36100,38300,30300,13200
27/02/2020,12050,27200,23150,28150,38500,42900,35150,33250,30100,13150
28/02/2020,12050,27200,23150,28100,38450,42850,35100,33350,30100,13150
02/03/2020,12050,27200,23150,28100,38450,42850,35100,33350,30100,13150
03/03/2020,12100,27200,23250,28100,38100,42500,34500,33500,30000,13150
04/03/2020,12100,27150,23150,28200,38150,42150,34050,33350,29950,13150
05/03/2020,12100,26700,23050,28350,37450,38600,31800,31800,29500,13200
06/03/2020,12100,26600,23050,28200,37400,38650,31750,31500,29500,13200
09/03/2020,12100,26600,23050,28200,37400,38650,31750,31500,29500,13200
10/03/2020,12100,26400,23050,28200,37400,38650,31750,31350,29500,13200
11/03/2020,12100,26400,23050,28200,37350,38400,31700,31350,29450,13200
12/03/2020,12100,26200,23200,29150,36200,33700,28750,31400,28500,13150
